Query	ChatId	UserId	ChatQ	BotAnswer	BotHelp	Sys	templateId	templateText	etalon_text	algorithm	score	timeout
Добрый день! Подскажите пожалуйста, какие штрафные санкции предусмотрены в случае, когда платеж по НДФЛ и Страховым взносам на единый налоговый счет по сроку платежа 28.06.24г отправлен с опозданием. Срок платежа 28 июня 24г, деньги отправились по банку 01 июля 24г	11662226	1973903	1	0	0	БСС	0				0.0	0.45519447326660156
Добрый день! У нас такая ситуация мы купили у управления имущественных и земельных отношений города общественный туалет и земельный участок под ним за 5522244 стоимость отдельно по каждому объекту не разделена, при этом выписки регистрации в кадастре кадастровая стоимость здания 962575,27, а кадастровая стоимость земельного участка -694227,54 Подскажите как нам отразить стоимость данных объектов в учете?	11662244	11264311	1	0	0	БСС	0				0.0	0.5674545764923096
ИП на ОСНО только начал работать в 2023 году.После сдачи декларации НДФЛ налоговая прислала требование,что в хаде налогового контроля выявлено, что доля расходов составляет 90% и требует предоставить книгу доходов и расходов за 2023 год.Правомерно ли такое требование? Никаких ошибок в декларации не выявлено,что ответить на такое требование?	11662232	768024	1	0	0	БСС	0				0.0	0.7160205841064453
Добрый день! Изменены ли сроки сдачи ЕФС-1 по принятию лиц по ГПД. Раньше был срок- до след.дня. Потом шел разговор - до 15 дней после даты приема.	11662270	797381	1	0	0	БСС	0				0.0	0.9051501750946045
Здравствуйте, вопрос: У нас заключен договор с Заказчиком. В договоре есть пунк, в котором при нарушении скоросного режима по территории Заказчика Подрядчик возмещает убытки Заказчику на основании подтвеждающих актов фиксации нарушений. Подрядчики на основании Заявлений сотрудников-водителей удержали данные суммы из зарплаты. Подскажите, должен ли Подрядчик проводить данные расходы через внереализационные расходы, а после удержания у сотрудников в внереализационные доходы. Или можно просто проводку Д73.03 К 76.	11662315	3577153	1	0	0	БСС	0				0.0	0.5347497463226318
Добрый день, у нас появилась компенсация сотрудникам за использования личного а/м, а также удаленным сотрудникам - интернета и личного оборудования. Подскажите, нужно ли такие выплаты отражать в 6-НДФЛ и РСВ?	11662261	21353282	1	0	0	БСС	591822	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/705928/actual/	нужно ли указывать в отчетах фсс рсв и 6-ндфл необлагаемую компенсацию за использование личного автомобиля	SbertT5	0.5806809067726135	0.39820384979248047
спасибо за ответ!	11662316	4057707	1	1	0	БСС	100000013	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.	Спасибо за ответ!	Jaccard	1.0	0.36795496940612793
Добрый день	11662273	19745423	1	0	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.1224515438079834
комплект памяток для бухгалтерии	11662312	6980512	1	1	1	БСС	609363	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/180164/actual/	комплект памяток для бухгалтерии	Jaccard	1.0	0.2275545597076416
Добрый день ! Уточните , по вашему ответу №4249838 • 28 июня 09:12, не совсем понятно на какой пункт ст. 11. 3 ссылаться при подаче жалобы в ИФНС, если ИФНС обосновывает проведение зачета без волеизлияния налогоплательщика, ссылаясь на пп.3 п.1 ст. 11.3?	11662282	4137697	1	0	0	БСС	576845	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143722/actual/	жалоба в ифнс	SbertT5	0.6073080897331238	0.3623058795928955
Добрый день. Подскажите,как правильно вести учет через маркетплейс (Яндекс)?	11662289	3837948	1	0	0	БСС	0				0.0	0.9238979816436768
Здравствуйте.Вопрос: возможно ли одновременное применение процентных надбавок (30% при работе автотранспорта на дорогах общего пользования для дорог со сложным планом, + 35% при движение автомобиля с пониженной скоростью + 50% от базовой нормы при работе в черезвычайных климтаических условиях) к базовому расходу топлива ?	11662285	5892145	1	0	0	БСС	0				0.0	0.4558427333831787
Добрый день! Помогите мне в вопросе о дополнительных выходных днях, представляемые одному из родителей. 1 ) вопрос работодатель может подать на возмещение в какие сроки например за 2023 можно подать на возмещение 2024.	11662290	16152621	1	0	0	БСС	0				0.0	0.4771277904510498
ответ получила, все хорошо	11662291	2246395	1	1	1	БСС	142498	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142498/actual/	ответ на требование если у меня все правильно	SbertT5	0.5782865285873413	0.7020256519317627
изменения с июля	11662296	2172866	1	1	1	БСС	606661	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/736122/actual/	изменения с июля	Jaccard	1.0	0.25013279914855957
чек лист июль	11662314	18481224	1	1	1	БСС	459037	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/476435/actual/	чек-лист на июль	Jaccard	1.0	0.5723340511322021
Добрый день. Форма 11 (сделка), в собственности нежилое здание, частично сдаем в аренду офисы, указывать ли во 2 разделе формы 11 (сделка)?	11662324	563693	1	1	0	БСС	601589	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/724258/actual/	форма № 11 (сделка) образец заполнения	SbertT5	0.9396661520004272	0.553147554397583
добрый день...что то по согласию на раскрытие налогвой тайны пришлите пож таоставщик, в течение 5 (пяти) дней со дня заключения Договора, обязан направить в налоговый орган предусмотренное пунктом 1 пункта 1 или пунктом 2.3 статьи 102 Налогового кодекса Российской Федерации согласие на раскрытие Государственной корпорации «Ростех» сведений, составляющих налоговую тайну, с указанием в соответствии со Справочником сведений, составляющих налоговую тайну, «Кода комплекта сведений» - 20023 – Сведения для предоставления Государственной корпорации «Ростех». это зказчик в догвоор включил... именно э	11662330	14934257	1	1	0	БСС	115074	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/115074/actual/	как заполнить согласие о раскрытии сведений составляющих налоговую тайну поле коды сведений	SbertT5	0.6621030569076538	0.743323802947998
добрый день.	11662308	20960280	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.09935522079467773
Комплект памяток для бухгалтерии	11662307	21128169	1	1	1	БСС	609363	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/180164/actual/	комплект памяток для бухгалтерии	Jaccard	1.0	0.2027273178100586
чек лист июль	11662313	14721495	1	1	1	БСС	459037	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/476435/actual/	чек лист июля	Jaccard	1.0	0.2046647071838379
Прошу пояснить, будут ли работы по выравниванию дороги, находящейся в собственности ООО, выполненные хоз способом для собственного потребления для приведения ее в годное состояние, являться объектом для начисления НДС?	11662353	18802504	1	0	0	БСС	634735	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/634735/actual/	образец приказа на ввод дороги, выполненной хоз способом	SbertT5	0.5806174874305725	0.7887980937957764
добрый день! Есть ли какое-то ограничение на поднятие цены на аренду помещения?	11662402	2844430	1	1	0	БСС	26324	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/26324/actual/	повышение цены за аренду квадратного метра помещения	SbertT5	0.7602969408035278	0.6219198703765869
Вопрос: аренда помещения учитывается на счете 91.01 как прочий доход. Амортизация помещения тоже должна учитываться по Дт 91.02 ?	11662335	21737449	1	0	0	БСС	0				0.0	0.5723602771759033
если пропущена нумерация СФ - какие последствия ?	11662339	19027849	1	1	1	БСС	439694	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/118730/actual/	какой порядок нумерации счетов-фактур	SbertT5	0.9889049530029297	0.4492301940917969
Добрый день! какие локальные акты нужны для малого предприятия	11662326	9550197	1	1	1	БСС	605997	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/148248/actual/	критерии малого предприятия	SbertT5	0.9219250082969666	0.45202136039733887
Добрый день. Физическое лицо продал автомобиль , который был в собственности менее 3-лет. Подал декларацию З-НДФЛ, заявив вычет в виде цены покупки автомобиля. Но так как автомобиль приобретался в кредит, можно ли включить в стоимость покупки уплаченные проценты по кредиту	11662322	9968869	1	0	0	БСС	0				0.0	0.9603440761566162
налоговая реформа	11662336	2002050	1	1	1	БСС	604960	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147984/actual/	реформа налоговая	Jaccard	1.0	0.2451162338256836
Спасибо,Вам,огромное!!!	11662342	4593931	1	1	1	БСС	100000013	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.	Огромное Вам спасибо!	Jaccard	1.0	0.24561381340026855
Добрый день!	11662352	8276457	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.47197699546813965
6-ндфл за полугодие 24	11662355	409910	1	1	1	БСС	591052	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704133/actual/	срок сдачи 6-ндфл за полугодие	SbertT5	0.937946081161499	0.44657254219055176
Добрый день, помогите разобраться вот в каком вопросе: почему в ведомости на зарплату появляется сумма уже выплаченной зарплата прошлого периода. Спасибо	11662338	6689649	1	0	0	БСС	0				0.0	0.847576379776001
нужно ли подавать согласие на раскрытие налоговой тайны	11662340	3389101	1	1	0	БСС	603402	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/727634/actual/	раскрытие налоговой тайны	SbertT5	0.9654287695884705	0.5306963920593262
Добрый день. Нужно ли платить взносы от несчастных случаев по авторскому договору?	11662345	21915593	1	1	1	БСС	130708	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/130708/actual/	начисляют ди от несчастных случаев на договора авторского заказа	SbertT5	0.9385451674461365	0.7127776145935059
Добрый день! Наша компания является перевозчиком (посредник) Россия - Беларусь. Надо ли нам подавать реестры в налоговую инспекцию?	11662354	139263	1	0	0	БСС	0				0.0	0.8952724933624268
нужно ли отчитываться в таможню за отгрузку в белоруссию	11662361	14398357	1	0	0	БСС	681960	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/681960/actual/	ввоз из белоруссии таможня статистика	SbertT5	0.9621985554695129	0.9514098167419434
Добрый день, вопрос: можно ли разовые услуги (установка кондиционера) оказывать без заключения договора?	11662377	6966110	1	1	0	БСС	0				0.0	0.7051892280578613
Работнику по расчету больничного пособия, мы заменили года. Вместо 2022 и 2023г. мы поставили 2021 и 2022гг. Работник мужчина, в декретном отпуске не был. В 2023г. у него был приостановлен трудовой договор на время контракта (Контракт о пребывании в добровольческом формировании №298/2023 от 20.07.2023г.). Пособие по больничному он уже получил, но продолжает болеть. Как нам откорректировать или исправить данные, которые отправили в соц. страх?	11662380	6424764	1	0	0	БСС	577366	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/679090/actual/	как заменить годы в больничном листе если сотрудник был в декретном отпуске	SbertT5	0.7972294092178345	0.46916818618774414
ОБРАЗЕЦ ОФОРМЛЕНИЯ СПРАВКИ В ИФНС ДЛЯ ВОЗМЕЩЕНИЯ ПО ОКАЗАННЫМ МЕДИЦИНСКИМ УСЛУГАМ	11662383	1624630	1	0	0	БСС	0				0.0	0.9636263847351074
Добрый день! Партнерам сделан подарок в виде зонта с ручкой из мореного дуба стоимостью 20 тыс. руб. Как учесть затраты при налогообложении.	11662387	5463825	1	0	0	БСС	0				0.0	0.5434730052947998
Добрый день. мне нужна информация по воинскому учету. Какие обязательства в этом смысле у ООО, что куда подавать и в какие сроки	11662398	21852447	1	0	0	БСС	0				0.0	0.9941346645355225
Добрый день. На каких счетах в бух.учете учитывать оборудование полученное на время действия договора охраны помещения?	11662409	6349361	1	0	0	БСС	0				0.0	0.818810224533081
ООО приобрела автомобиль стоимостью 10000 рублей у физического лица, в тот же день организация продала тому же физическому лицу обратно данный автомобиль стоимостью 10000 рублей. Как оформить ООО в 1с данную сделку?	11662421	20110529	1	0	0	БСС	0				0.0	0.8412191867828369
Добрый день1	11662417	2397499	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрый день1	Jaccard	1.0	0.09372973442077637
декларация по налогу на прибыль	11662445	3233702	1	1	1	БСС	571560	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142966/actual/	декларации по налогу на прибыль	Jaccard	1.0	0.49649691581726074
Спасибо за помощь.	11662419	22041179	1	1	1	БСС	100000013	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.	спасибо за помощь	Jaccard	1.0	0.21019363403320312
Здравствуйте, подскажите пожалуйста первый раз произвели начисление и удержание с 23го по 30число мес. 25го июня уволили сотрудника. 02го выплачивался ему аванс. Вопрос вот в чем.В уведомлении до 3июля мне нужно указать сумму НДФЛ за минусом НДФЛ с аванса и до 5го июля оплатить весь НДФЛ за него или тоже только за минусом НДФЛ с аванса?	11662479	3495065	1	0	0	БСС	0				0.0	0.46363043785095215
Как правильно расчитать ОА ,процент дисконтирования?	11662470	22103676	1	1	0	БСС	530428	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/58717/actual/	расчет ставки дисконтирования	SbertT5	0.8887805342674255	0.4894392490386963
первичные документы	11662455	20507982	1	1	1	БСС	559499	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/140893/actual/	первичные документы	Jaccard	1.0	0.2462601661682129
Добрый день! Подскажите пожалуйста ответ - Мы ООО, есть 1 учредитель. Директор оплатила отдых на всю свою семью - она, муж и дочь в обычном отеле в геленджике. Как это нужно оформить, какие проводки будут и какие налоги?	11662478	1696333	1	0	0	БСС	0				0.0	0.8363080024719238
нужна информация по семеноводству	11662462	12876474	1	0	0	БСС	0				0.0	0.09515619277954102
Добрый день! Член КФХ пенсионер. Нужно ли главе за него платить страховые взносы?	11662483	21377189	1	0	0	БСС	576207	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/676577/actual/	страховые взносы для военных пенсионеров	SbertT5	0.7628929018974304	0.47764110565185547
если сотрудник с 1 ребенком льгота 1400, получит в 1 месяце зп за 2 месяца , какая льгота применится 1400 или 2800?	11662456	18177293	1	0	0	БСС	434320	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/418497/actual/	с какого месяца применяется вычет на детей	SbertT5	0.8528544306755066	0.3582189083099365
как учитывать неисключительные права на использование справочной системы	11662474	391535	1	1	1	БСС	144525	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144525/actual/	справочная система как учитывать	SbertT5	0.577961802482605	0.6891522407531738
Добрый день! При выдаче займа юридическому лицу не имеет значения ставка рефинансирования?	11662443	5514735	1	1	0	БСС	437106	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/437106/actual/	выдача займа компании по ставке ниже ставки рефинансирования	SbertT5	0.9411457180976868	0.8865005970001221
Мы покупаем оборудование для перепродажи. Какие сдалть проводки в бух учете	11662458	126964	1	0	0	БСС	0				0.0	0.7112417221069336
Здравствуйте! Можно еще уточнить.	11662457	86875	1	0	0	БСС	0				0.0	0.5098075866699219
Добрый день,актвыполненных работ от самзанятого оформлен 22.06.2024,чек сформирован 01.07.24 Вопрос: какой датой принимать расходы?	11662473	20951712	1	0	0	БСС	430731	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/430731/actual/	какие чеки можно принять в расходы	SbertT5	0.6994227170944214	1.3821015357971191
Добрый день! Нужно ли сдавать ЕФС-1 подраздел 1.1 (бывший СЗВ-ТД) если сотрудника перевели из одного подразделения в другое, должность при этом не менялась.	11662475	4004194	1	1	0	БСС	60362	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/60362/actual/	надо ли от ражать в форме ефс-1 подраздел 1.1 перевод сотрудника с одной должности на другую	SbertT5	0.9036831855773926	0.624121904373169
нужна информация по фгис семеноводство	11662467	1910688	1	0	0	БСС	478701	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/499135/actual/	фгис зерно как работать	SbertT5	0.7740561366081238	0.4692566394805908
Добрый день, в коммерческая организация ведет деятельность по ОКВЭД Деятельность Зоопарков. Физическое лицо желает оказывать благотворительную помощь. Какими документами оформить?	11662486	484073	1	1	1	БСС	529033	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/130694/actual/	спонсорская помощь от организации физическому лицу	SbertT5	0.9541245102882385	0.4005544185638428
Здравствуйте! Что делать если уплатили утилизационный сбор не на тот КБК	11662464	312165	1	0	0	БСС	566924	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142151/actual/	форма утилизационного сбора	SbertT5	0.9464577436447144	0.5593874454498291
Здравствуйте. Сделка между ИП и ООО, продажа товаров. Заключение договора на поставку между ними обязательно?	11662501	14621873	1	1	0	БСС	1012	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/1012/actual/	наличие договора обязательно при сделке	SbertT5	0.5019830465316772	1.6987342834472656
Здравствуйте, в планшете не могу зайти в программу	11662502	2376557	1	0	0	БСС	0				0.0	2.6295156478881836
Здравствуйте. Наша организация по договору переуступки прав на авто который находится в лизинге получила автомобиль. Доплат от нашей организации предыдущему лизенгополучателю не было. Нужно ли предыдущему лизингополучателю выписывать нам упд?	11662480	17149420	1	0	0	БСС	532000	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/595379/actual/	налогообложение при переуступке права требования при лизинге автомобиля	SbertT5	0.7442479729652405	1.2685191631317139
НДФЛ	11662482	21617945	1	1	1	БСС	389323	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/389323/actual/	как правильно ндфл	Jaccard	1.0	0.29028892517089844
Добрый день! Вопрос сле	11662487	207251	1	0	0	БСС	0				0.0	1.4191689491271973
Это тоже не то, нужна статья, не связанная с приобретением автомобиля, он уже приобретен и теперь просто обслуживается	11662494	14095192	1	1	1	БСС	542994	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/580895/actual/	приобретение не нового автомобиля	SbertT5	0.854778528213501	21.88506555557251
Добрый день. Подскажите пожалуйста, нужно ли за 1квартал в обязательном порядке предоставлять реестр по экспорту или данное требование обязательно к периоду, начиная с 2кв 2024 ?	11662497	19144879	1	0	0	БСС	608475	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/739779/actual/	как подать электронный реестр при экспорте ндс	SbertT5	0.9369451403617859	5.440794944763184
"Добрый день. Как российской производственной компании на ОСНО правильно оформить акцию для покупетлей-оптовиков своей выпущенной продукции ""4шт покупаешь, пятая в подарок""? С точки зрения бухг.учета и налогового."	11662566	2279860	1	0	0	БСС	570805	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142810/actual/	проведение акции на магазине при покупке на определенную сумму в подарок продукция	SbertT5	0.894832193851471	0.401090145111084
учет спецодежда на предприятии? счета бухгалтерского учета?	11662506	16211416	1	1	1	БСС	140170	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/140170/actual/	бухгалтерские проводки учета спецодежды	SbertT5	0.9763695597648621	1.0277595520019531
Добрый день. разрабатываем возможность выезда пожарного с производственной базы. Скажите нормы какие есть. Производственная база, площадь 3 974 га. Среднесуточный поток автомашин 70 единиц. Общая площадь складских помещений 27 000 м2	11662515	190134	1	0	0	БСС	0				0.0	0.3516242504119873
Добрый день! Подскажите какие ИП должны регистрироваться в роспотребнадзор.	11662516	21766362	1	0	0	БСС	0				0.0	1.3062992095947266
Добрый день. Подскажите, можно ли полностью удержать зарплату сотрудника в счет погашения займа, если имеется его письменное согласие	11662539	5684505	1	1	0	БСС	479039	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/126744/actual/	погашение займа перед учредителем имуществом организации	SbertT5	0.7578631639480591	0.3755366802215576
ДОБРЫЙ ДЕНЬ , мы делали запрос и от вас получили ответ что ИП на патенте не обязаны сдавать декларацию по УСН , ИФНС №29 по г Москве заявляет что обязаны. и собирается нас штрафовать .	11662517	19295520	1	0	0	БСС	134861	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/134861/actual/	патент ип не сдал декларацию нулевую по усн	SbertT5	0.8946886658668518	0.9914958477020264
сервисы по первичке	11662520	6279291	1	0	0	БСС	0				0.0	0.4336566925048828
Добрый день!	11662551	19318779	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.10426139831542969
Добрый день!!! Как правильно ответить на требование ФНС о предоставление документов транспортные накладные( поставщика) если у нас не сохранились.Спасибо	11662524	903243	1	0	0	БСС	0				0.0	1.0222430229187012
Добрый день! ИП выполнил для ООО ремонт офиса. Нужно ли в договоре расписывать этапы работ? ООО на УСН 15%, возможно ли ремонт взять в расходы?	11662555	2801167	1	0	0	БСС	319360	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/319360/actual/	ремонт офиса как учесть расходы	SbertT5	0.7964962124824524	0.7316031455993652
привет	11662535	20660621	1	1	1	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Привет	Jaccard	1.0	0.11306285858154297
добрый день! просьба проконсультировать нас по вопросу. наша компания А (РФ, ОСНО) планирует заключить договор с сотрудников с дистанционным характером работы. Сотрудник - резидент Азербайджана, работать будет из Азербайджана удаленно. Требуется ли оформлять разрешение на работу для него?	11662557	20375863	1	0	0	БСС	550680	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/139679/actual/	прием на работу удаленного сотрудника	SbertT5	0.8436864614486694	0.3577456474304199
Добрый день! Должна ли организация на ОСНО сдавать декларацию по налогу на имущество за 2023 год, если имущества, налоговая база по которому определяется как среднегодовая стоимость, у организации нет. Есть только имущество, налогооблагаемая база по которому определяется как кадастровая.	11662558	10145088	1	0	0	БСС	0				0.0	0.8780457973480225
добрый день	11662538	6449155	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.09397625923156738
тест	11662581	10924316	1	1	1	БСС	605168	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/148022/actual/	тест	Jaccard	1.0	0.2228386402130127
Подскажите, пожалуйста, сотрудник 1983 года рождения при устройстве на работу принес бумажную труд книжку, последняя запись сделана в 2011 году. Как узнать может у него эл.трудовая? Сам сотрудник не знает	11662574	4239995	1	0	0	БСС	0				0.0	0.46501803398132324
пояснительные записки	11662576	4545176	1	1	1	БСС	428157	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/115807/actual/	пояснительная записка	Jaccard	1.0	0.3088202476501465
изменения с июля	11662601	2228644	1	1	1	БСС	606661	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/736122/actual/	изменения с июля	Jaccard	1.0	0.2751734256744385
"Добрый день! Подскажите, может ли командировка ""разделяться""? То есть, у нас сотрудник летит в командировку, мы оплачиваем ему билет до места командирования, например, с 10го до 18е число, далее 19го числа у сотрудника отпуск по 25е число (в этом же городе), а далее снова командировка на два дня, к примеру, и мы оплачиваем обратный билет. Возможно ли так поступиь?"	11662607	15345484	1	0	0	БСС	0				0.0	0.8431265354156494
изменения июля	11662591	20973958	1	1	1	БСС	606661	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/736122/actual/	изменения июль	Jaccard	1.0	0.2391648292541504
размер ндс	11662604	19383272	1	1	1	БСС	686482	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/686482/actual/	размер ндс	Jaccard	1.0	0.2007923126220703
усн 2025	11662580	21729027	1	1	1	БСС	605754	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/730876/actual/	усн на 2025	Jaccard	1.0	0.24833106994628906
Добрый день! организация приобретает право использования программным продуктом по неисключительной лицензии. Как она должна ее учесть в 2024 году по ФСБУ 14/2022?	11662584	6384615	1	0	0	БСС	599806	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/720339/actual/	учет лицензий на программный продукт 2024	SbertT5	0.8497501611709595	0.4358043670654297
налоговая реформа	11662603	21928525	1	1	1	БСС	604960	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147984/actual/	реформа налоговая	Jaccard	1.0	0.31725430488586426
налоговая реформа	11662608	3601164	1	1	1	БСС	604960	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147984/actual/	реформа налоговая	Jaccard	1.0	0.8707013130187988
Как провести в бухгалтерском учете следующую ситуацию: организация приобрела путевки в оздоровительный лагерь для детей сотрудников. Несколько человек отказались в связи с болезнью ребенка. Как эту ситуацию отразить в бухгалтерском учете.	11662617	21632989	1	1	1	БСС	527909	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/130756/actual/	путевки в детский оздоровительный лагерь 2023 год	SbertT5	0.7111424803733826	0.9225342273712158
Добрый день.	11662624	9415444	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	0.6682806015014648
какие документы подтвердят расходы на содержания автомобиля директору	11662622	16202897	1	0	0	БСС	0				0.0	1.0347166061401367
Может ли нотариус частнопрактирующий в России иметь в иностранном банке карточку для пополнения и трат денежных средств?	11662686	221894	1	0	0	БСС	0				0.0	0.8007223606109619
Добрый день!	11662630	2282405	1	1	0	БСС	111100001	Рады приветствовать Вас на нашем сайте!	Добрейший день	Jaccard	1.0	1.133481502532959
Добрый день. Подскажите, пожалуйста, можно ли отнести на расходы УСН услуги по подбору и поиску клиентов?	11662627	219579	1	0	0	БСС	576779	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143713/actual/	услуги по подбору персонала уменьшают расходы по усн	SbertT5	0.9478675723075867	0.8107893466949463
Да, спасибо	11662528	14095192	1	0	0	БСС	100000013	Спасибо, что доверяете нам! Возвращайтесь с новыми вопросами.	да спасибо	Jaccard	1.0	0.6176981925964355
Добрый день! Как оформляется основное средство, в данном случае домофонное оборудование, которое предоставляется в аренду? У арендодателя.	11662620	18361684	1	0	0	БСС	0				0.0	1.3592162132263184
